"Timestamp","What is your cat's name?","What are your cat's weird behaviors? Check all that apply.","What size is your cat?","What is your cat's sex?","How old is your cat?","Which of these best describes your cat?","What kind of fur does your cat have?"
"2017/03/03 1:14:43 PM PST","Riley","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl","smol","Female","5-10 years","Indoors only","Short"
"2017/03/03 1:14:45 PM PST","Sherlock","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves computer keyboards;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl;Stands on hind legs","smol","Male","1-2 years","Indoors + roams free outdoors","Short"
"2017/03/03 1:14:50 PM PST","Ginger Rogers","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Prefers men;Attacks toes;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Stands on hind legs","Medium","Female","2-5 years","Indoors only","Long"
"2017/03/03 1:14:51 PM PST","Luke","Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Prefers men;Attacks toes;Deliberately knocks things over","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/03 1:14:58 PM PST","Jake","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Loves specific, non-meat foods (e.g. crackers, bananas);Loves computer keyboards;Drinks from faucet","Medium","Male","1-2 years","Indoors + roams free outdoors","Short"
"2017/03/03 1:14:58 PM PST","Kyla ","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl","Medium","Female","1-2 years","Indoors only","Short"
"2017/03/03 1:15:25 PM PST","","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Hides under sheets when making bed;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","THICC","Male","2-5 years","Indoors + backyard","Short"
"2017/03/03 1:15:30 PM PST","Sia Purrler","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Stares intensely at the wall;Drinks from faucet","smol","Female","1-2 years","Indoors only","Short"
"2017/03/03 1:15:32 PM PST","Gideon","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Stands on hind legs","THICC","Male","2-5 years","Indoors only","Long"
"2017/03/03 1:15:36 PM PST","Loki Toki Wartooth Jones","Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over","smol","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 1:15:37 PM PST","Sofia Purrovskaya ","Rubs self on corners;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Deliberately knocks things over","smol","Female","1-2 years","Indoors only","Long"
"2017/03/03 1:15:55 PM PST","Marty McFly","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl","Medium","Male","1-2 years","Indoors + backyard","Short"
"2017/03/03 1:16:01 PM PST","Little Man","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Loves computer keyboards;Stands on hind legs","Lorge","Male","1-2 years","Indoors only","Short"
"2017/03/03 1:16:20 PM PST","Hannibal","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/03 1:16:27 PM PST","Watson","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl;Stands on hind legs","smol","Male","1-2 years","Indoors + roams free outdoors","Short"
"2017/03/03 1:16:48 PM PST","Wash","Paws at closed doors;Loves boxes;Sleeps or sits in contorted positions;Hides under sheets when making bed;Drinks from faucet;Stands on hind legs","Lorge","Male","1-2 years","Indoors only","Short"
"2017/03/03 1:16:55 PM PST","Jasper","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Loves computer keyboards","Medium","Male","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/03 1:17:03 PM PST","Cash","Kneads / makes muffins / makes biscuits;Rubs self on corners;Drools when happy;Freaks out about food even when there is plenty in bowl","THICC","Male","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/03 1:17:15 PM PST","Lucy","Kneads / makes muffins / makes biscuits","Medium","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 1:17:25 PM PST","Minnie","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Prefers men;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","THICC","Female","5-10 years","Indoors only","Long"
"2017/03/03 1:17:27 PM PST","Mae","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Prefers men;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","smol","Female","1-2 years","Indoors only","Short"
"2017/03/03 1:17:29 PM PST","Bob","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Attacks toes;Deliberately knocks things over;Loves computer keyboards","Medium","Female","5-10 years","Indoors + roams free outdoors","Long"
"2017/03/03 1:17:46 PM PST","Brocky","Paws at closed doors;Sets belly rub traps;Loves boxes;Drools when happy;Loves specific, non-meat foods (e.g. crackers, bananas);Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Lorge","Male","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 1:18:08 PM PST","poptart","Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Loves specific, non-meat foods (e.g. crackers, bananas);Drinks from faucet;Freaks out about food even when there is plenty in bowl","Medium","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 1:18:09 PM PST","Tina","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Drinks from faucet","Medium","Female","5-10 years","Indoors only","Short"
"2017/03/03 1:18:12 PM PST","Missy Manchego ","Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet","Medium","Female","1-2 years","Indoors only","Short"
"2017/03/03 1:18:28 PM PST","Charlie","Paws at closed doors;Sets belly rub traps;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","2-5 years","Indoors only","Long"
"2017/03/03 1:18:45 PM PST","Nala","Sets belly rub traps;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl;Stands on hind legs","smol","Male","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 1:18:47 PM PST","Mickey","Kneads / makes muffins / makes biscuits;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Loves computer keyboards","Lorge","Male","2-5 years","Indoors only","Short"
"2017/03/03 1:18:49 PM PST","Floyd","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Drools when happy;Loves specific, non-meat foods (e.g. crackers, bananas);Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","THICC","Male","10+ years","Indoors only","Short"
"2017/03/03 1:19:00 PM PST","Jon No","Sets belly rub traps;Sprints suddenly and without reason;Attacks toes","Medium","Male","6-12 months","Indoors + backyard","Short"
"2017/03/03 1:19:06 PM PST","Diego","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","THICC","Female","10+ years","Indoors only","Long"
"2017/03/03 1:19:08 PM PST","Pj ","Kneads / makes muffins / makes biscuits;Rubs self on corners;Drools when happy;Sprints suddenly and without reason;Deliberately knocks things over;Freaks out about food even when there is plenty in bowl","Medium","Male","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 1:19:16 PM PST","Rosa","Sets belly rub traps;Loves boxes;Sprints suddenly and without reason;Hides under sheets when making bed;Prefers men;Deliberately knocks things over;Freaks out about food even when there is plenty in bowl","Lorge","Female","5-10 years","Indoors only","Short"
"2017/03/03 1:19:17 PM PST","Lyra","Paws at closed doors;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Deliberately knocks things over;Stares intensely at the wall;Stands on hind legs","Medium","Female","6-12 months","Indoors + backyard","Short"
"2017/03/03 1:19:33 PM PST","Alastor","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Stares intensely at the wall","Medium","Male","6-12 months","Indoors only","Short"
"2017/03/03 1:19:37 PM PST","Sammy ","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Deliberately knocks things over;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Stands on hind legs","smol","Male","1-2 years","Indoors only","Short"
"2017/03/03 1:19:41 PM PST","Mac","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Lorge","Female","2-5 years","Indoors only","Short"
"2017/03/03 1:19:42 PM PST","Clover","Rubs self on corners;Loves computer keyboards;Drinks from faucet;Freaks out about food even when there is plenty in bowl","Medium","Male","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 1:19:44 PM PST","","Paws at closed doors;Kneads / makes muffins / makes biscuits;Loves boxes;Sleeps or sits in contorted positions","Medium","Female","5-10 years","Indoors only","Short"
